book_id,isbn,title,authors,publisher,published_year,genre,description,cover_image_url
B00551,9786275260196,Facts & Fables - historical fiction book,Sahibzada Muhammad Ali Raza Khan,Daastan,2026,Science Fiction; Mystery; Historical Fiction; Fiction; Science,"Facts & Fables By Sahibzada Muhammad Ali Raza Khan is a historical fiction book that takes readers into strange and mysterious moments from the past. From plague doctors hiding secrets during the Black Death to thick fogs that caused accidents in London, each story mixes real history with unusual events.This dark fictional book shares true events like the Radium Girls tragedy, the Bubonic Plague of 1665, and the Great Smog of London. Fans of mystery stories collection books will enjoy learning the science behind these events while reading exciting and emotional stories.Perfect for readers who like historical science fiction anthologies, Facts & Fables makes history feel alive and mysterious. Whether you want a book about plague, a story about London's smog, or a mix of fact and legend, this collection gives interesting and memorable stories.Discover a world where history, myths, and secrets come together. Facts & Fables is more than a book it is a journey into the hidden truths of the past.",https://covers.openlibrary.org/b/id/15178904-L.jpg
B00560,9798485792756,The White Company,Arthur Conan Doyle,Arthur Conan Doyle,2022,Fiction,"From the book:The great bell of Beaulieu was ringing. Far away through the forest might be heard its musical clangor and swell. Peat-cutters on Blackdown and fishers upon the Exe heard the distant throbbing rising and falling upon the sultry summer air. It was a common sound in those parts - as common as the chatter of the jays and the booming of the bittern. Yet the fishers and the peasants raised their heads and looked questions at each other, for the angelus had already gone and vespers was still far off. Why should the great bell of Beaulieu toll when the shadows were neither short nor long? All round the Abbey the monks were trooping in. Under the long green-paved avenues of gnarled oaks and of lichened beeches the white-robed brothers gathered to the sound. From the vine-yard and the vine-press, from the bouvary or ox-farm, from the marl-pits and salterns, even from the distant iron-works of Sowley and the outlying grange of St.Leonard's, they had all turned their steps home-wards",https://covers.openlibrary.org/b/id/8244602-L.jpg
B00672,9788324120772,Sahara,Clive Cussler,Amber,2024,Thriller; Adventure; Fiction,"1996, Egypt. Searching for a treasure on the Nile, DIRK PITT thwarts the attempted assassination of a beautiful U.N. scientist investigating a disease that is driving thousands of North Africans into madness, cannibalism, and death. The suspected cause of the raging epidemic is vast, unprecedented pollution that threatens to extinguish all life in the world's seas. Racing to save the world from environmental catastrophe, Pitt and his team, equipped with an extraordinary, state-of-the-art yacht, run a gauntlet between a billionaire industrialist and a bloodthirsty West African tyrant. In the scorching desert, Pitt finds a gold mine manned by slaves and uncovers the truth behind two enduring mysteries -- the fate of a Civil War ironclad and its secret connection with Lincoln's assassination, and the last flight of a long-lost female pilot....Now, amidst the blazing, shifting sands of the Sahara, DIRK PITT will make a desperate stand -- in a battle the world cannot afford to lose!",https://covers.openlibrary.org/b/id/6903541-L.jpg
B00067,9781737633815,Glint,Raven Kennedy,"Kennedy, Raven, Raven Kennedy LLC",2022,Fantasy; Romance; Fiction,"For ten years, I've lived in a gilded cage inside King Midas's golden castle. But one night changed everything.Now I'm here, a prisoner of Fourth Kingdom's army, and I'm not sure if I'm going to make it out of this in one piece. They're marching to battle, and I'm the bargaining chip that will either douse the fire or spark a war.At the heart of my fear, my worry, there's him-Commander Rip.Known for his brutality on the battlefield, his viciousness is unsurpassed. But I know the truth about what he is.Fae.The betrayers. The murderers. The ones who nearly destroyed Orea, wiping out Seventh Kingdom in the process. Rip has power sizzling beneath his skin and glinting spikes down his spine. But his eyes-his eyes are the most compelling of all.When he turns those black eyes on me, I feel captive for an entirely different reason. I may be out of my cage, but I'm not free, not even close.In the game of kings and armies, I'm the gilded pawn. The question is, can I out-maneuver them?",https://covers.openlibrary.org/b/id/13614818-L.jpg
B00330,9781728205489,If He Had Been With Me,Laura Nowlin,"Sourcebooks, Incorporated",2024,Romance; Young Adult; Children; Fiction,"A New York Times Bestseller*A BookTok Viral Sensation*An achingly authentic and raw portrait of love, regret, and the life-altering impact of the relationships we hold closest to us, this YA romance bestseller is perfect for fans of Colleen Hoover, Jenny Han, and You've Reached Sam.If he had been with me, everything would have been different…Autumn and Finn used to be inseparable. But then something changed. Or they changed. Now, they do their best to ignore each other.Autumn has her boyfriend Jamie, and her close-knit group of friends. And Finn has become that boy at school, the one everyone wants to be around.That still doesn't stop the way Autumn feels every time she and Finn cross paths, and the growing, nagging thought that maybe things could have been different. Maybe they should be together.But come August, things will change forever. And as time passes, Autumn will be forced to confront how else life might have been different if they had never parted ways…",https://covers.openlibrary.org/b/id/14339089-L.jpg
B00640,9783257201710,The War of the Worlds,H. G. Wells,Diogenes Verlag,2025,Fantasy; Science Fiction; Children; Fiction; Science; Medicine; Art,"The ultimate science fiction classic: for more than one hundred years, this compelling tale of the Martian invasion of Earth has enthralled readers with a combination of imagination and incisive commentary on the imbalance of power that continues to be relevant today. The style is revolutionary for its era, employing a sophisticated first and third person account of the events which is both personal and focused on the holistic downfall of Earth's society. The Martians, as evil, mechanical and unknown a threat they are, remain daunting in today's society, where, despite technology's mammoth advances, humanity's hegemony over Earth is yet to be called into question. In Well's introduction to the book, where the character discusses with the later deceased Ogilvy about astronomy and the possibility of alien life defeating the 'savage' (to them) nineteenth-century Britain, is he insinuating that this is the truth and fate of humanity? It's up to you to decide…",https://covers.openlibrary.org/b/id/36314-L.jpg
B00627,9781727607833,The Middle Temple Murder,Joseph Smith Fletcher,CreateSpace Independent Publishing Platform,2023,Mystery; Fiction,"> While walking home from work early one June morning along Fleet Street, just before 3 a.m., newspaper editor Frank Spargo notices a police officer whom he knows standing at the entrance to Middle Temple Lane just off Fleet Street. Knowing that he's a newsman, the officer invites Spargo to accompany him to observe the body of a dead man-lying on the pavement at the entryway of one of the small apartment buildings on the lane-who has, apparently, been murdered. Although the dead man had seemingly been stripped of all of his valuables and papers, one small grey paper-with the name ""Ronald Breton, Barrister, King's Bench Walk, Temple, London"" scrawled in pencil on it-had slipped into a hole of the dead man's waistcoat and was found by the police. Knowing Ronald Breton, Spargo's curiosity about the murder is piqued, and he decides then and there to commit himself to fully investigating the mysterious crime in hopes of discovering the truth.",https://covers.openlibrary.org/b/id/5842420-L.jpg
B00430,9780578280967,Northanger Abbey,Jane Austen,Historium Press,2024,Horror; Children; Fiction; Law,"Northanger Abbey is both a perfectly aimed literary parody and a withering satire of the commercial aspects of marriage among the English gentry at the turn of the nineteenth century. But most of all, it is the story of the initiation into life of its naïve but sweetly appealing heroine, Catherine Morland, a willing victim of the contemporary craze for Gothic literature who is determined to see herself as the heroine of a dark and thrilling romance.When Catherine is invited to Northanger Abbey, the grand though forbidding ancestral seat of her suitor, Henry Tilney, she finds herself embroiled in a real drama of misapprehension, mistreatment, and mortification, until common sense and humor-and a crucial clarification of Catherine's financial status-puts all to right. Written in 1798 but not published until after Austen's death in 1817, Northanger Abbey is characteristically clearheaded and strong, and infinitely subtle in its comedy.",https://covers.openlibrary.org/b/id/12567961-L.jpg
B00664,9780460050296,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,Dent,2023,Children; Fiction; Travel; Art,"A very real little girl named Alice follows a remarkable rabbit down a rabbit hole and steps through a looking-glass to come face to face with some of the strangest adventures and some of the oddest characters in all literature. The crusty Duchess, the Mad Hatter, the weeping Mock Turtle, the diabolical Queen of Hearts, the Cheshire-Cat, Tweedledum and Tweedledee--each one is more eccentric, and more entertaining, than the last. And all of them could only have come from the pen of Lewis Carroll, one of the few adults ever to enter successfully the children's world of make-believe--a wonderland where the impossible becomes possible, the unreal, real...where the heights of adventure are limited only by the depths of imagination.--back coverContains: - [Alice's Adventures in Wonderland](https://openlibrary.org/works/OL8193508W) - [Through the Looking Glass, and What Alice Found There][2] [2]: https://openlibrary.org/works/OL15298516W",https://covers.openlibrary.org/b/id/8595966-L.jpg
B00111,9798352831533,Never Lie,Freida McFadden,Freida McFadden,2025,Mystery; Thriller; Fiction; Philosophy,"Newlyweds Tricia and Ethan are searching for the house of their dreams.But when they visit the remote manor that once belonged to Dr. Adrienne Hale, a renowned psychiatrist who vanished without a trace four years earlier, a violent winter storm traps them at the estate… with no chance of escape until the blizzard comes to an end.In search of a book to keep her entertained until the snow abates, Tricia happens upon a secret room. One that contains audio transcripts from every single patient Dr. Hale has ever interviewed. As Tricia listens to the cassette tapes, she learns about the terrifying chain of events leading up to Dr. Hale's mysterious disappearance.Tricia plays the tapes one by one, late into the night. With each one, another shocking piece of the puzzle falls into place, and Dr. Adrienne Hale's web of lies slowly unravels.And then Tricia reaches the final cassette.The one that reveals the entire horrifying truth.",https://covers.openlibrary.org/b/id/13198561-L.jpg
B00393,9780786286188,Susannah's Garden,Debbie Macomber; Laural Merlington,Thorndike Press,2021,Mystery; Children; Fiction; Economics,"It was the year that changed everything…When Susannah Nelson turned eighteen, she said goodbye to her boyfriend, Jake-and never saw him again. She never saw her brother, Doug, again, either. He died unexpectedly that same year.Now, at fifty, Susannah finds herself regretting the paths not taken. Long married, a mother and a teacher, she should be happy. But she feels there's something missing in her life. Not only that, she's balancing the demands of an aging mother and a temperamental twenty-year-old daughter.Her mother, Vivian, a recent widow, is having difficulty coping and living alone, so Susannah goes home to Colville, Washington. In returning to her parents' house, her girlhood friends and the garden she's always loved, she also returns to the past-and the choices she made back then. What she discovers is that things are not always as they once seemed. Some paths are dead ends. But some gardens remain beautiful…",https://covers.openlibrary.org/b/id/531936-L.jpg
B00358,9781250245175,The Flatshare,Beth O'Leary,Flatiron Books,2021,Romance; Fiction,"Tiffy and Leon share an apartment. Tiffy and Leon have never met.After a bad breakup, Tiffy Moore needs a place to live. Fast. And cheap. But the apartments in her budget have her wondering if astonishingly colored mold on the walls counts as art.Desperation makes her open minded, so she answers an ad for a flatshare. Leon, a night shift worker, will take the apartment during the day, and Tiffy can have it nights and weekends. He'll only ever be there when she's at the office. In fact, they'll never even have to meet.Tiffy and Leon start writing each other notes - first about what day is garbage day, and politely establishing what leftovers are up for grabs, and the evergreen question of whether the toilet seat should stay up or down. Even though they are opposites, they soon become friends. And then maybe more.But falling in love with your roommate is probably a terrible idea…especially if you've never met.",https://covers.openlibrary.org/b/id/9331546-L.jpg
B00536,9781724835222,The triumph of the Scarlet Pimpernel,Emma Orczy,CreateSpace Independent Publishing Platform,2022,Historical Fiction; Adventure; Fiction; History,"At one of Robespierre's ""Fraternal Suppers,"" a young man denounces Robespierre but is saved by an asthmatic vagabond. The young man flees to the home of his friend Theresia Cabarrus, who is engaged to one of the most important men in the government, and who is also desired by Robespierre himself. When the young man disappears from her home, allegedly at the hands of the Scarlet Pimpernel, the ever-present Chauvelin enlists her help in trying to capture the elusive Pimpernel. Events lead to the Pimpernel's wife being kidnapped, and once again the Pimpernel has to use all of his wits to escape Chauvelin's clutches with his life, and wife, intact. As she has done throughout the series, Baroness Orczy weaves the Scarlet Pimpernel into the threads of the history of the Revolution. In this entry, it is the Pimpernel's interactions with the leading players of the day that eventually leads to Robespierre's downfall.",https://covers.openlibrary.org/b/id/2397669-L.jpg
B00369,9781377551326,"The Lancashire Witches, a Romance of Pendle Forest",William Harrison Ainsworth,"Creative Media Partners, LLC",2024,Fantasy; Horror; Thriller; Fiction; History,"The Lancashire Witches begins in the 16th century, in Lancashire, England. When a Cistercian monk, Borlace Alvetham, is falsely accused of witchcraft and condemned to death by his rival, Brother Paslew, he sells his soul to Satan and escapes. Years later, granted the powers of a warlock, he returns in the guise of Nicholas Demdike to witness Paslew's execution for treason. Dying, Paslew curses Demdike's offspring -- who become the titular 'Lancashire Witches.' The rest of the book set in the 17th century. Mother Demdike, a powerful witch, and her clan face rival witches, raise innocent young Alizon Devi as their own, and try to corrupt Alizon despite her innocent ways. Ultimately, the book becomes a struggle between Heaven and Hell, with Alizon's fate hanging in the balance. Ainsworth's last masterpiece, The Lancashire Witches proved a best-seller in its day and influenced many contemporary authors.",https://covers.openlibrary.org/b/id/751071-L.jpg
B00183,9780062982650,When No One Is Watching,Alyssa Cole,"William Morrow Paperbacks, William Morrow & Company",2022,Mystery; Thriller; Fiction,"""Sydney Green is Brooklyn born and raised, but her beloved neighborhood seems to change every time she blinks. Condos are sprouting like weeds, FOR SALE signs are popping up overnight, and the neighbors she's known all her life are disappearing. To hold onto her community's past and present, Sydney channels her frustration into a walking tour and finds an unlikely and unwanted assistant in one of the new arrivals to the block -- her neighbor Theo. But Sydney and Theo's deep dive into history quickly becomes a dizzying descent into paranoia and fear. Their neighbors may not have moved to the suburbs after all, and the push to revitalize the community may be more deadly than advertised. When does coincidence become conspiracy? Where do people go when gentrification pushes them out? Can Sydney and Theo trust each other -- or themselves -- long enough to find out before they too disappear?"" --",https://covers.openlibrary.org/b/id/10368150-L.jpg
B00413,9798736589265,The Elusive Pimpernel (Scarlet Pimpernel),Emma Orczy,Emma Orczy,2022,Adventure; Fiction; History,"From the book:There was not even a reaction. On! ever on! in that wild, surging torrent; sowing the wind of anarchy, of terrorism, of lust of blood and hate, and reaping a hurricane of destruction and of horror. On! ever on! France, with Paris and all her children still rushes blindly, madly on; defies the powerful coalition, - Austria, England, Spain, Prussia, all joined together to stem the flow of carnage, - defies the Universe and defies God! Paris this September 1793! - or shall we call it Vendemiaire, Year I. of the Republic? - call it what we will! Paris! a city of bloodshed, of humanity in its lowest, most degraded aspect. France herself a gigantic self-devouring monster, her fairest cities destroyed, Lyons razed to the ground, Toulon, Marseilles, masses of blackened ruins, her bravest sons turned to lustful brutes or to abject cowards seeking safety at the cost of any humiliation.",https://covers.openlibrary.org/b/id/502823-L.jpg
B00323,9788501117687,All your perfects,Colleen Hoover,Galera,2025,Romance; Literary Fiction; Fiction; Philosophy,"""The #1 New York Times bestselling author of It Ends with Us--whose writing is ""emotionally wrenching and utterly original"" (Sarah Shepard, New York Times bestselling author of the Pretty Little Liars series)--delivers a tour de force novel about a troubled marriage and the one old forgotten promise that might be able to save it. Quinn and Graham's perfect love is threatened by their imperfect marriage. The memories, mistakes, and secrets that they have built up over the years are now tearing them apart. The one thing that could save them might also be the very thing that pushes their marriage beyond the point of repair. All Your Perfects is a profound novel about a damaged couple whose potential future hinges on promises made in the past. This is a heartbreaking page-turner that asks: Can a resounding love with a perfect beginning survive a lifetime between two imperfect people?""--",https://covers.openlibrary.org/b/id/10317914-L.jpg
B00108,9783453471900,The Housemaid,Freida McFadden,Heyne,2025,Mystery; Thriller; Romance; Fiction; Philosophy,"Every day I clean the Winchesters' beautiful house top to bottom. I collect their daughter from school. And I cook a delicious meal for the whole family before heading up to eat alone in my tiny room on the top floor.I try to ignore how Nina makes a mess just to watch me clean it up. How she tells strange lies about her own daughter. And how her husband Andrew seems more broken every day. But as I look into Andrew's handsome brown eyes, so full of pain, it's hard not to imagine what it would be like to live Nina's life. The walk-in closet, the fancy car, the perfect husband.I only try on one of Nina's pristine white dresses once. Just to see what it's like. But she soon finds out... and by the time I realize my attic bedroom door only locks from the outside, it's far too late.But I reassure myself: the Winchesters don't know who I really am.They don't know what I'm capable of . . .",https://covers.openlibrary.org/b/id/15105883-L.jpg
B00663,9780606361033,Alanna,Tamora Pierce,Turtleback Books,2024,Fantasy; Children; Fiction; Music,"""From now on, I'm Alan of Trebond, the younger twin. I'll be a knight.And so yound Alanna of Trebond begins the journey to knighthood. Though a girl, Alanna has always craved the adventure and daring allowed only for boys; her twin brother, Thom, yearns to learn the art of magin. So one day they decide to switch places. Disguised as a girl, Thom heads for the convent to learn magic; Alanna, pretending to be a boy, is on her way to the castle of King Roald to begin training as a page.But the road to knighthood is not an easy one. As Alanna masters the skills necessary for battle, she must also learn to control her heart and discern her enemies from her allies.Filled with swords and scorcery, adventure and intrigue, good and evil, Alanna's first adventure begins--one that will lead to the fulfillment of her dreams and the magical destiny that will mke her a legend in her land.",https://covers.openlibrary.org/b/id/9256278-L.jpg
B00287,9781668080399,Icebreaker,Hannah Grace,Atria Books,2025,Romance; Young Adult; Sports,"**A TikTok sensation! Sparks fly when a competitive figure skater and hockey team captain are forced to share a rink.**Anastasia Allen has worked her entire life for a shot at Team USA. It looks like everything is going according to plan when she gets a full scholarship to the University of California, Maple Hills and lands a place on their competitive figure skating team.Nothing will stand in her way, not even the captain of the hockey team, Nate Hawkins.Nate is focus as team captain is on keeping his team on the ice. Which is tricky when a facilities mishap means they are forced to share a rink with the figure skating team including Anastasia, who clearly can't stand him.But when Anastasia's skating partner faces an uncertain future, she may have to look to Nate to take her shot.Sparks fly, but Anastasia isn't worried because she could never like a hockey player, right?",https://covers.openlibrary.org/b/id/13180728-L.jpg
B00404,9780345531070,The Apartment,Danielle Steel,Dell,2021,Romance; Fiction,"They come together by chance in the heart of New York City, four young women at turning points in their lives. Claire finds the spacious loft apartment. But the aspiring shoe designer needs at least one roommate to manage the rent. She meets Abby, a writer trying to make it on her own, far from her successful family in L.A. Then Morgan joins them. She's ambitious, with a serious finance job on Wall Street. Finally Sasha, a medical student. And so the sprawling space, with its exposed brick and rich natural light, becomes a home to friends about to embark on new exhilarating adventures.Their shared life in the apartment turns them into a family of beloved friends. But as unexpected opportunities and challenges alter the course of each of their lives, they face the bittersweet reality that in time, they will inevitably move away from the place where their dreams began . . .",https://covers.openlibrary.org/b/id/7436715-L.jpg
B00463,9780063070011,Horror Movie,Paul Tremblay,HarperCollins Publishers,2024,Fiction,"In June 1993, a group of young guerilla filmmakers spent four weeks making Horror Movie, a notorious, disturbing, art-house horror flick.The weird part? Only three of the film's scenes were ever released to the public, but Horror Movie has nevertheless grown a rabid fanbase. Three decades later, Hollywood is pushing for a big budget reboot.The man who played ""The Thin Kid"" is the only surviving cast member. He remembers all too well the secrets buried within the original screenplay, the bizarre events of the filming, and the dangerous crossed lines on set that resulted in tragedy. As memories flood back in, the boundaries between reality and film, past and present start to blur. But he's going to help remake the film, even if it means navigating a world of cynical producers, egomaniacal directors, and surreal fan conventions-demons of the past be damned.But at what cost?",https://covers.openlibrary.org/b/id/14642169-L.jpg
B00359,9781638081968,Reminders of Him,Colleen Hoover,Center Point Pub,2023,General,"After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-year-old daughter. But the bridges Kenna burned are proving impossible to rebuild. Everyone in her daughter's life is determined to shut Kenna out, no matter how hard she works to prove herself.The only person who hasn't closed the door on her completely is Ledger Ward, a local bar owner and one of the few remaining links to Kenna's daughter. But if anyone were to discover how Ledger is slowly becoming an important part of Kenna's life, both would risk losing the trust of everyone important to them.The two form a connection despite the pressure surrounding them, but as their romance grows, so does the risk. Kenna must find a way to absolve the mistakes of her past in order to build a future out of hope and healing.",https://covers.openlibrary.org/b/id/12504366-L.jpg
B00689,9798559717418,Kidnapped,Robert Louis Stevenson,Robert Louis Stevenson,2022,Historical Fiction; Adventure; Children; Fiction; History,"KIDNAPPED is an adventure story that has become the model for any thriller of escape and suspense. Set in 1751, the flight of David Balfour and Alan Breck across the Highlands of Scotland is based on real events. Though he wrote the book to make money, while living as an invalid in Bournemouth. Stevenson was proud of it; he inscribed a presentation copy with the couplet. Here is the one sound page of all my writing. The one I'm proud of and that I delight in. Rowland Hilder is famous for his paintings of the English countryside but his work in book illustration covered a much wider canvas. His drawing for KIDNAPPED were first published in 1930 and have undeservedly, been long out of print.A sixteen-year-old orphan is kidnapped by his villainous uncle, but later escapes and becomes involved in the struggle of the Scottish highlanders against English rule.",https://covers.openlibrary.org/b/id/8267822-L.jpg
B00005,9788408060994,The Kingdom of Fantasy,Elisabetta Dami; David Nel·lo; Larry Keys,"Editorial Planeta, S.A. (Destino)",2021,Fantasy; Children; Fiction,"""The Kingdom of Fantasy"" is a children's novel written by Italian author Geronimo Stilton. The book follows the adventures of Geronimo, a mouse journalist who is magically transported to a fantasy world called the Kingdom of Fantasy.In the story, Geronimo receives a mysterious invitation to visit the Kingdom of Fantasy from a queen who is in danger. He sets off on a quest to save her, encountering various magical creatures along the way, including fairies, trolls, and dragons. Throughout his journey, Geronimo must overcome challenges and use his intelligence and bravery to complete his mission.The book is filled with vivid descriptions of the Kingdom of Fantasy, including its landscapes, creatures, and culture. It also teaches valuable lessons about friendship, courage, and perseverance, making it an engaging and educational read for children.",https://covers.openlibrary.org/b/id/14416105-L.jpg
B00153,9781464228582,Do Not Disturb,Freida McFadden,"Sourcebooks, Incorporated",2025,Mystery; Thriller; Fiction; Philosophy,"**Quinn Alexander has committed an unthinkable crime.**To avoid spending her life in prison, Quinn makes a run for it. She leaves behind her home, her job, and her family. She grabs her passport and heads for the northern border before the police can discover what she's done.But when an unexpected snowstorm forces her off the road, Quinn must take refuge at the broken-down, isolated Baxter Motel. The handsome and kindly owner, Nick Baxter, is only too happy to offer her a cheap room for the night.Unfortunately, the Baxter Motel isn't the quiet, safe haven it seemed to be. The motel has a dark and disturbing past. And in the dilapidated house across the way, the silhouette of Nick's ailing wife is always at the window. Always watching.In the morning, Quinn must leave the motel. She'll pack up her belongings and get back on the road to freedom.",https://covers.openlibrary.org/b/id/15096889-L.jpg
B00284,9780062439598,The Hating Game,Sally Thorne,"William Morrow Paperbacks, an imprint of HarperCollinsPublishers",2022,Romance; Fiction; Psychology,"For Lucy Hutton and Joshua Templeman, executive assistants to the CEOs of newly merged Bexley-Gamin Publishing, it's hate-at-first-sight. So begins a series of daily passive-aggressive maneuvers, including the staring game, the mirror game, and the HR game, each played with the intensity of the Hunger Games. Their mutual antipathy grows when a new executive position opens at Bexley-Gamin, and both their bosses put their names up for the promotion. Then, the high-stakes games begin! After another 60-hour work week, Lucy logs off her computer and hops on the elevator to head home, as does Joshua. When Joshua hits the emergency button and stops the ride, Lucy is certain her nemesis is going to kill her. Instead, he plants a kiss on her, and Lucy begins to wonder if she really does hate Joshua after all, or if this is yet another game. --",https://covers.openlibrary.org/b/id/9247684-L.jpg
B00322,9798525384774,Sense and Sensibility,Jane Austen,Jane Austen,2025,Romance; Fiction,"When Mr. Dashwood dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and three daughters (Elinor, Marianne, and Margaret) in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of both practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars, his family disapproves and separates them. And though Mrs. Jennings tries to match the worthy (and rich) Colonel Brandon to her, Marianne finds the dashing and fiery Willoughby more to her taste. Both relationships are sorely tried. But this is a romance, and through the hardships and heartbreak, true love and a happy ending will find their way for both the sister who is all sense and the one who is all sensibility. - Publisher.",https://covers.openlibrary.org/b/id/9278292-L.jpg
B00021,9781491510971,Dragonflight,Anne McCaffrey,Brilliance Audio,2025,Fantasy; Science Fiction; Children; Fiction; Science; Travel,"HOW CAN ONE GIRL SAVE AN ENTIRE WORLD?To the nobles who live in Benden Weyr, Lessa is nothing but a ragged kitchen girl. For most of her life she has survived by serving those who betrayed her father and took over his lands. Now the time has come for Lessa to shed her disguise--and take back her stolen birthright. But everything changes when she meets a queen dragon. The bond they share will be deep and last forever. It will protect them when, for the first time in centuries, Lessa's world is threatened by Thread, an evil substance that falls like rain and destroys everything it touches. Dragons and their Riders once protected the planet from Thread, but there are very few of them left these days. Now brave Lessa must risk her life, and the life of her beloved dragon, to save her beautiful world. . . .From the Paperback edition.",https://covers.openlibrary.org/b/id/10306696-L.jpg
B00188,9789032521547,One By One,Freida McFadden,LAB uitgevers,2026,Horror; Mystery; Thriller; Fiction; Philosophy,"**One by one, they will get what they deserve...**Claire Matchett needs this trip. It will be a break from work and raising children. A chance to repair her damaged marriage. A week of hiking and hot tubbing with friends at a luxurious hotel in the woods, disconnected from the pressures of real life.Then, on a lonely dirt road, Claire's minivan breaks down. With no cell reception, the group has no choice but to walk the rest of the way to their remote accommodation. But the forest is dark and difficult to navigate and, hours later, they are lost. Hopelessly lost.As they venture deeper into the woods, the members of their party are struck down mysteriously, one by one. Are they being hunted? And by what―or who? As Claire's dream vacation descends into a nightmare, something becomes clear: only one of them will return home alive.",https://covers.openlibrary.org/b/id/14603852-L.jpg
B00471,9781473556133,Dracul,Dacre Stoker; J. D. Barker; Dacre Stoker,Transworld Publishers Limited,2021,Horror; Thriller; Historical Fiction; Fiction,"It is 1868, and a twenty-one-year-old Bram Stoker waits in a desolate tower to face an indescribable evil. Armed only with crucifixes, holy water, and a rifle, he prays to survive a single night, the longest of his life. Desperate to record what he has witnessed, Bram scribbles down the events that led him here...A sickly child, Bram spent his early days bedridden in his parents' Dublin home, tended to by his caretaker, a young woman named Ellen Crone. When a string of strange deaths occur in a nearby town, Bram and his sister Matilda detect a pattern of bizarre behavior by Ellen--a mystery that deepens chillingly until Ellen vanishes suddenly from their lives. Years later, Matilda returns from studying in Paris to tell Bram the news that she has seen Ellen--and that the nightmare they've thought long ended is only beginning.",https://covers.openlibrary.org/b/id/8779602-L.jpg
B00293,9786051866109,Girl in Pieces,Kathleen Glasgow,Martı Yayınları,2024,Children; Fiction,"Charlotte Davis is in pieces. At 17 she's already lost more than most people do in a lifetime. But she's learned how to forget. The broken glass washes away the sorrow until there is nothing but calm. You don't have to think about your father and the river. Your best friend, who is gone forever. Or your mother, who has nothing left to give you. Every new scar hardens Charlie's heart just a little more, yet it still hurts so much. It hurts enough to not care anymore, which is sometimes what has to happen before you can find your way back from the edge. A deeply moving portrait of a girl in a world that owes her nothing, and has taken so much, and the journey she undergoes to put herself back together. Kathleen Glasgow's debut is heartbreakingly real and unflinchingly honest. It's a story you won't be able to look away from.",https://covers.openlibrary.org/b/id/8888850-L.jpg
B00707,9798843265601,Martin Chuzzlewit,Charles Dickens,Charles Dickens,2023,Fiction; Travel,"The greed of his family has led wealthy old Martin Chuzzlewit to become suspicious and misanthropic, leaving his grandson and namesake to make his own way in the world. And so young Martin sets out from the Wiltshire home of his supposed champion, the scheming architect Pecksniff, to seek his fortune in America. In depicting Martin's journey - an experience that teaches him to question his inherited self-interest and egotism - Dickens created many vividly realized figures: the brutish lout Jonas Chuzzlewit, plotting to gain the family fortune; Martin's optimistic manservant, Mark Tapley; gentle Tom Pinch; and the drunken and corrupt private nurse, Mrs Gamp. With its portrayal of greed, blackmail and murder, and its searing satire on America Dickens's novel is a powerful and blackly comic story of hypocrisy and redemption.",https://covers.openlibrary.org/b/id/13112817-L.jpg
B00374,9781476746531,This Girl,Colleen Hoover,"Atria Books, Atria",2022,Romance; Fiction,Colleen Hoovers New York Times bestselling Slammed series has brought countless readers to their knees with a whirlwind of love passion and heartache. Layken and Wills love has managed to withstand the toughest of circumstances and the young lovers now married are beginning to feel safe and secure in their union. As much as Layken relishes their new life together she finds herself wanting to know everything there is to know about her husband even though Will makes it clear he prefers to keep the painful memories of the past where they belong. Still he cant resist his wifes pleas and so he begins to untangle his side of the story revealing for the first time his most intimate feelings and thoughts retelling both the good and bad moments and sharing a few shocking confessions of his own from the time when they first met.,https://covers.openlibrary.org/b/id/13459261-L.jpg
B00431,9783423715621,Slammed,Colleen Hoover,dtv Verlagsgesellschaft,2022,Romance; Fiction,"Following the unexpected death of her father, eighteen-year-old Layken is forced to be the rock for both her mother and her younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope. One young man brings change to all of this. After moving across the country, Layken meets her attractive twenty-one-year-old neighbor who has an intriguing passion for slams. Within days of their introduction, Will and Layken form an intense connection, leaving Layken with a renewed sense of hope. Not long after a heart-stopping first date, they are slammed to the core when a chocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together and the forces that tear them apart.",https://covers.openlibrary.org/b/id/12852065-L.jpg
